"AnimalID","AnimalInternal-ID","AnimalName","AnimalType","AnimalSex","AnimalCurrentWeightPounds","AnimalDOB","AnimalBreed","AnimalColor","AnimalPattern"
72637,12537188,"Miklos","Dog","Male",33,20181211,"Vizsla/Mix","Brown/Tan",NULL
72638,12537250,"Wiggle","Dog","Male",38,20180810,"Terrier, American Pit Bull/Mix","Black/White",NULL
72639,12537536,"Randy","Dog","Male",35,20181211,"Boxer/Mix","Brindle/White",NULL
72640,12537711,"Demi","Dog","Female",54,20170510,"Shepherd, German","Black/Tan",NULL
72641,12537943,"Tallulah","Dog","Female",42,20181001,"Shepherd, Anatolian/Mix","Tan/Black",NULL
72642,12537972,"Rumer","Dog","Female",45.4,20180918,"Shepherd, Anatolian/Mix","Red/Mahogany/Black",NULL
72643,12538498,"Wile","Dog","Female",9,20190328,"Retriever, Labrador","Tan/None",NULL
72644,12538502,"Mickey","Dog","Male",13,20190128,"Retriever, Labrador","Tan/None",NULL
72645,12538506,"Homer","Dog","Unknown",0,20190328,"Retriever, Labrador","Tan/None",NULL
72646,12538510,"Pooh","Dog","Male",7.5,20190328,"Retriever, Labrador","Brown/None",NULL
72665,12540982,"Goku","Dog","Male",43,20190218,"Terrier, Pit Bull/Retriever, Labrador","Black/White",NULL
72669,12542695,"Ying","Dog","Female",15,20190216,"Retriever, Labrador","Black/Brown",NULL
72670,12542732,"Yang","Dog","Female",9.8,20190216,"Retriever, Labrador/Shepherd","Black/Brown",NULL
72671,12543135,"Gohan","Dog","Male",5,20190218,"Retriever, Black Labrador","White/Black",NULL
72672,12543165,"Bulma","Dog","Female",5,20190218,"Retriever, Black Labrador","White/Black",NULL
72673,12543184,"Trunks","Dog","Male",5,20190318,"Retriever, Black Labrador","White/Black",NULL
72674,12543194,"Vegeta","Dog","Male",5,20190318,"Retriever, Black Labrador","Brown/Black",NULL
72675,12543227,"Chi Chi","Dog","Female",5,20190218,"Retriever, Black Labrador","White/Black",NULL
72676,12543248,"Goten","Dog","Male",6,20190218,"Retriever, Black Labrador","White/Black",NULL
72680,12547346,"CeeCee","Dog","Female",5.51,20190216,"Mixed Breed (Medium)/Mix","Fawn/White",NULL
72681,12547736,"Mick","Dog","Male",12.5,20120516,"Chihuahua, Long Coat/Pug","Black/Tan",NULL
72682,12547901,"Paco","Dog","Male",9.5,20110516,"Chihuahua/Pug","Black/Grey",NULL
72683,12547963,"Hans","Dog","Male",13,20180516,"Chihuahua/Pug","Tan/White",NULL
72684,12547973,"Franz","Dog","Male",13,20180516,"Chihuahua/Pug","Red/Mahogany/Tan",NULL
72699,12552342,"JC Chasez","Dog","Female",8,20190409,"Terrier/Terrier, Pit Bull","Brindle/None",NULL
72700,12552387,"Chris Kirkpatrick","Dog","Male",4.2,20190409,"Terrier/Terrier, Pit Bull","Black/None",NULL
72701,12552394,"Joey Fatone","Dog","Male",7.63,20190409,"Terrier/Terrier, Pit Bull","Black/None",NULL
72702,12552408,"Lance Bass","Dog","Male",9.25,20190409,"Terrier/Terrier, Pit Bull","Black/None",NULL
72703,12555164,"Eugene","Dog","Male",46.4,20160328,"Beagle/Mix","Brown/White",NULL
72704,12555831,"Cairo","Dog","Female",6,20180518,"Chihuahua","Brown/None",NULL
72705,12555894,"Cedes","Dog","Female",0,20180518,"Chihuahua","White/Blond",NULL
72706,12559170,"Liddy","Dog","Female",4.16,20190419,"Retriever, Labrador/Mix","Beige/Tan",NULL
72707,12560287,"Primo","Dog","Male",10.4,20180318,"Chihuahua","White/None",NULL
72708,12561121,"Miss Fudge","Dog","Female",33.5,20190118,"Husky","Red/Mahogany/White",NULL
72715,12562491,"Barnacle Boy","Dog","Male",27,20190319,"Boxer/Mix","Brown/None",NULL
72752,12592032,"Dandy","Dog","Female",60,20140520,"Retriever, Black Labrador/Mix","Golden/None",NULL
72754,12593228,"Arya Stark","Dog","Female",81,20111120,"Mastiff/Mix","Red/Mahogany/None",NULL
72755,12595236,"Vacca","Dog","Female",48,20170508,"Mixed Breed (Medium)/Mix","White/Brindle",NULL
72756,12596189,"Billy","Dog","Male",19,20190401,"Terrier, Pit Bull/Mix","Grey/None",NULL
72758,12596825,"Jethro","Dog","Male",50,20170511,"Retriever, Yellow Labrador/Mix","Yellow/None",NULL
72759,12597075,"Tracy","Dog","Female",41,20160520,"Hound/Mix","Brindle/None",NULL
72760,12597157,"Shiitake","Dog","Female",9.6,20190419,"Hound/Mix","Brindle/None",NULL
72761,12597183,"White Button","Dog","Male",3,20190419,"Hound/Mix","Brindle/None",NULL
72762,12597198,"Enoki","Dog","Female",3,20190419,"Hound/Mix","Brindle/None",NULL
72763,12597214,"Crimini","Dog","Male",3,20190419,"Hound/Mix","Brindle/None",NULL
72764,12597225,"Oyster","Dog","Female",3,20190419,"Hound/Mix","Brindle/None",NULL
72765,12597236,"Maitake","Dog","Male",3,20190419,"Hound/Mix","Brindle/None",NULL
72766,12597270,"Giant Puff Ball","Dog","Female",3,20190419,"Hound/Mix","Brindle/None",NULL
72767,12597365,"Peter","Dog","Male",42,20170517,"Retriever, Labrador/Mix","Yellow/None",NULL
72768,12597496,"Lottie","Dog","Female",30,20170511,"Retriever, Labrador/Mix","Brown/White",NULL
72784,12603106,"Morticia","Dog","Female",20,20190302,"Mixed Breed (Medium)/Mix","Brown/None",NULL
72785,12603155,"Gomez","Dog","Male",15,20190302,"Mixed Breed (Medium)/Mix","Chocolate/None",NULL
72786,12603778,"Conrad","Dog","Male",0,20120509,"Chihuahua/Mix","Black/None",NULL
72787,12603909,"Bonita","Dog","Female",5,20120509,"Chihuahua/Mix","Brindle/None",NULL
72788,12606635,"Kasper","Dog","Female",11,20190308,"Terrier, Pit Bull/Mix","Blue/None",NULL
72827,12650947,"Prue","Dog","Female",0,20190208,"Retriever/Mix","Black/None",NULL
72829,12650970,"Phoebe","Dog","Female",0,20190208,"Retriever/Mix","Black/None",NULL
72830,12650977,"Piper","Dog","Female",0,20190208,"Retriever/Mix","Black/None",NULL
72839,12653546,"Willis","Dog","Male",57,20170507,"Retriever/Mix","Brown/White",NULL
72840,12653642,"Augustus","Dog","Male",32,20130221,"Dachshund/Mix","Black/None",NULL
72841,12653748,"Diva","Dog","Female",46,20170502,"Terrier, American Staffordshire/Mix","Tan/White",NULL
72842,12653887,"Trinity","Dog","Female",46.6,20180916,"Collie, Border/Mix","White/Brown","Tricolor"
72844,12654038,"Lincoln","Dog","Male",39,20170511,"Cattle Dog, Australian (Red Heeler)/Mix","Red/Mahogany/White","Merle"
72846,12654174,"Shangoo","Dog","Male",43.4,20170510,"Retriever, Black Labrador/Boxer","Black/None",NULL
72847,12654289,"Griggs","Dog","Male",53,20170511,"Hound/Mix","Brindle/White",NULL
72848,12654367,"Riviera","Dog","Female",45.3,20180511,"Rottweiler/Shepherd, German","Black/Tan",NULL
72858,12655617,"Juno","Dog","Female",59,20180807,"Retriever, Labrador/Mix","Black/White",NULL
72859,12655805,"Gwen","Dog","Female",36,20181215,"Collie, Border/Mix","Black/White",NULL
72860,12655869,"Peony","Dog","Female",45,20150514,"Terrier, Pit Bull/Mix","Blue/None",NULL
72869,12657849,"Hermosa","Dog","Female",13,20181123,"Pug/Mix","Tan/None",NULL
72870,12658514,"Cassie","Dog","Female",7,20190323,"Poodle, Toy","Black/White",NULL
72871,12660255,"Sombra","Dog","Female",38,20190223,"Shepherd, German/Mix","Black/White",NULL
72873,12663550,"Cedric","Dog","Male",18,20190105,"Shepherd/Mix","Brown/Black",NULL
72874,12663567,"Carmen","Dog","Female",18,20190105,"Shepherd/Mix","Black/White",NULL
72877,12663767,"Emmylou","Dog","Female",0,20190204,"Shepherd/Mix","Black/Brown",NULL
72878,12663780,"Nancy","Dog","Female",0,20190204,"Shepherd/Mix","Black/Brown",NULL
72884,12663891,"Rodney","Dog","Male",0,20190305,"Ridgeback, Rhodesian/Mix","Brown/None",NULL
72885,12663899,"Malia","Dog","Female",0,20190305,"Ridgeback, Rhodesian/Mix","Black/Brown",NULL
72887,12663921,"Maurice","Dog","Female",0,20190305,"Ridgeback, Rhodesian/Mix","Brown/None",NULL
72888,12663936,"Marge","Dog","Female",9,20190305,"Ridgeback, Rhodesian/Mix","Black/Brown",NULL
72889,12663957,"Yumi","Dog","Female",0,20190305,"Ridgeback, Rhodesian/Mix","Brown/None",NULL
72890,12663965,"Asa","Dog","Female",0,20190305,"Ridgeback, Rhodesian/Mix","Black/Brown",NULL
72916,12673856,"Swiss Roll","Dog","Male",0,20190523,"Retriever, Black Labrador/Mix","Black/White",NULL
72917,12675598,"Little Debbie","Dog","Female",19,20190523,"Retriever, Black Labrador/Mix","Black/White",NULL
72920,12678296,"Bandit","Dog","Male",14.5,20170225,"Dachshund, Miniature Long Haired","Brown/Black",NULL
72923,12679084,"Olive","Dog","Female",35.5,20180524,"Collie, Border","Black/None",NULL
72924,12679683,"Reyna","Dog","Female",34,20181121,"Shepherd, German","Black/None","Tricolor"
72929,12685761,"Mr. Sausage","Dog","Male",0,20190325,"Dachshund/Mix","Black/Brown",NULL
72931,12690612,"Tick","Dog","Female",11.94,20190504,"Chihuahua","Brown/None",NULL
72932,12690626,"Hamilton","Dog","Male",0,20190225,"Shepherd/Mix","Black/None",NULL
72933,12690634,"Tack","Dog","Male",5.5,20190504,"Chihuahua","Brown/White",NULL
72934,12690640,"Toe","Dog","Male",7.75,20190504,"Chihuahua","Brown/Black",NULL
72935,12690648,"Franklin","Dog","Male",0,20190225,"Shepherd/Mix","Tan/None",NULL
72936,12690654,"Jackson","Dog","Female",0,20190225,"Shepherd/Mix","Black/White",NULL
72937,12690708,"McKinley","Dog","Female",12,20181225,"Chihuahua/Mix","Brown/None",NULL
72938,12690817,"Grant","Dog","Male",19,20190225,"Retriever, Golden/Mix","Brown/Black",NULL
72939,12690830,"Abraham","Dog","Male",32.8,20190225,"Retriever, Labrador/Mix","Brown/White",NULL
72940,12690837,"Washington","Dog","Male",12,20190225,"Shepherd/Mix","Brown/Black",NULL
72941,12690847,"Lady Liberty","Dog","Female",15,20190225,"Shepherd/Mix","Tan/Black",NULL
72942,12690856,"Roosevelt","Dog","Female",0,20190225,"Shepherd/Mix","Brown/None",NULL
72943,12690862,"Silas","Dog","Female",0,20190206,"Shepherd/Mix","Brown/Black",NULL
72944,12690866,"Madison","Dog","Female",30,20190225,"Shepherd/Mix","Brown/Black",NULL
72945,12690875,"Susan B Anthony","Dog","Female",13,20190225,"Retriever, Yellow Labrador/Mix","Brown/Black",NULL
72946,12690960,"Rhett","Dog","Male",11,20190325,"Shepherd, German/Mix","Black/None",NULL
72947,12690976,"Raquel","Dog","Female",6,20190325,"Shepherd, German/Mix","Brown/White",NULL
72948,12690980,"Romina","Dog","Female",0,20190325,"Shepherd, German/Mix","Brown/White",NULL
72949,12690983,"Rylee","Dog","Female",23,20190325,"Shepherd, German/Mix","Tan/Black",NULL
72975,12694738,"Harriet","Dog","Female",0,20190225,"Shepherd/Mix","Brown/White",NULL
72978,12698540,"Lisa","Dog","Female",13,20060527,"Terrier, Jack Russell","White/Brown",NULL
72979,12698558,"Daisy Mae","Dog","Female",15.8,20100527,"Pug/Mix","White/Brown",NULL
72980,12407839,"Liberty","Dog","Female",41,20170515,"Shepherd/Mix","Black/None",NULL
72986,12564437,"Francis Scott Key","Dog","Male",3,20190426,"Shepherd/Mix","White/Black",NULL
72987,12564470,"Ellis","Dog","Male",10.81,20190426,"Shepherd/Mix","Brown/Black",NULL
72988,12564497,"America","Dog","Female",2.25,20190426,"Shepherd/Mix","Brown/White",NULL
72989,12564402,"Liberty Bell","Dog","Female",12.13,20190426,"Shepherd/Mix","Black/White",NULL
72990,12564372,"Alamo","Dog","Male",9.88,20190426,"Shepherd/Mix","Black/White",NULL
72991,12564380,"Betsy Ross","Dog","Female",2.75,20190426,"Shepherd/Mix","Black/None",NULL
72998,12699866,"Nikita","Dog","Female",55,20170524,"Shepherd, Anatolian","Tan/Black",NULL
72999,12699893,"Bohdi","Dog","Male",64,20180424,"Shepherd, Anatolian","Tan/Black",NULL
73000,12700199,"Milkshake","Dog","Female",62,20170520,"Bulldog, American/Mix","White/None",NULL
73001,12700283,"Quincy","Dog","Male",45,20170520,"Shepherd, German/Shepherd, Australian","Chocolate/Tan",NULL
73002,12701159,"Toast","Dog","Female",2.8,20190327,"Shepherd/Mix","/None",NULL
73003,12701165,"Jam","Dog","Male",8,20190327,"Shepherd/Mix","/None",NULL
73004,12701216,"Rolo","Dog","Male",4,20190327,"Terrier","White/Tan",NULL
73005,12701224,"Polo","Dog","Male",4,20190327,"Terrier","White/None",NULL
73006,12701265,"Hansel","Dog","Male",18,20190313,"Hound","Tan/None",NULL
73007,12701269,"Gretel","Dog","Female",23,20190313,"Hound","Tan/None",NULL
73008,12701286,"Waldo","Dog","Male",42,20181227,"Retriever, Labrador","Black/None",NULL
73009,12701436,"Boomer","Dog","Male",35,20180727,"Shepherd, German","Tan/White",NULL
73010,12701498,"Moe","Dog","Male",23.8,20190327,"Terrier, Pit Bull","White/Black",NULL
73049,12711525,"Max","Dog","Male",49,20141217,"Catahoula Leopard Dog/Mix","Red/Mahogany/Brown",NULL
73050,12740780,"Bass","Dog","Male",50,20180511,"Retriever, Labrador/Mix","Red/Mahogany/None",NULL
73052,12799209,"Snickers","Dog","Female",50,20180518,"Terrier, Pit Bull","Brown/White",NULL
73053,12860796,"Butterfinger","Dog","Female",58,20180518,"Terrier, Pit Bull","Brown/White",NULL
73054,12874083,"Louisa","Dog","Female",56,20180721,"Shepherd, German/Mix","Black/White",NULL
73055,12874129,"Liesl","Dog","Female",68,20180721,"Shepherd, German/Mix","Black/White",NULL
73056,12875608,"Antonio","Dog","Male",35,20190128,"Pointer/Mix","Brown/White",NULL
73057,12878943,"Starlet","Dog","Female",30,20170526,"Retriever, Black Labrador/Mix","/None",NULL
73058,12879090,"Lulu Belle","Dog","Female",42,20170517,"Terrier, Pit Bull/Mix","White/Black",NULL
73059,12879370,"Noir","Dog","Female",7,20190418,"Retriever, Black Labrador/Mix","Tan/Black",NULL
73060,12879632,"Merlot","Dog","Male",8,20190418,"Retriever, Black Labrador/Mix","Black/None",NULL
73061,12879730,"Argent","Dog","Male",3,20190418,"Retriever, Black Labrador/Mix","/None",NULL
73062,12879825,"Blanche","Dog","Female",24.2,20190418,"Retriever, Black Labrador/Mix","Blond/None",NULL
73063,12881399,"Filbert","Dog","Male",68,20170519,"Retriever, Labrador/Mix","Tan/White",NULL
73064,12887072,"Hilda","Dog","Female",0,20190328,"Retriever, Labrador","Tan/White",NULL
73065,12887795,"Sabrina","Dog","Female",13,20170528,"Dachshund/Mix","Tan/White",NULL
73066,12888372,"Salem","Dog","Male",0,20190328,"Rottweiler","Black/Tan",NULL
73067,12888924,"Zelda","Dog","Female",55,20160528,"Terrier, American Pit Bull/Mix","White/Black",NULL
73080,12894288,"Baby Spice","Dog","Male",2.13,20190527,"Papillon/Mix","Black/White",NULL
73081,12910480,"Elsa","Dog","Female",58,20161117,"Malamute, Alaskan","Grey/White",NULL
73082,12910759,"Phyllis","Dog","Female",0,20110520,"Terrier, Fox/Mix","White/Brown","Tricolor"
73083,12910823,"Jemima","Dog","Female",7.5,20100525,"Chihuahua/Mix","Tan/White",NULL
73084,12911119,"Baby Boy","Dog","Male",11,20161023,"Chihuahua/Mix","/None",NULL
73085,12911142,"Petal","Dog","Female",64.5,20170426,"Terrier, Pit Bull/Mix","Black/White",NULL
73087,12911429,"Beau","Dog","Male",52,20161120,"Kelpie, Australian/Mix","Black/None",NULL
73088,12911487,"Hap","Dog","Male",0,20090514,"Terrier/Mix","Black/Brown",NULL
73089,12913215,"Benson","Dog","Female",22.8,20190317,"Mixed Breed (Medium)","Black/Tan",NULL
73090,12913255,"Rollins","Dog","Female",7,20190317,"Mixed Breed (Medium)","Tan/Black",NULL
73091,12916081,"Ellen","Dog","Female",23,20190108,"Pyrenees, Great/Mix","Golden/White",NULL
73092,12916097,"Elizabeth","Dog","Female",23,20190108,"Pyrenees, Great/Mix","Tan/White",NULL
73093,12916159,"Fancy","Dog","Female",42.2,20170529,"Retriever, Black Labrador/Mix","Black/None",NULL
73094,12916261,"Paxton","Dog","Male",63,20150530,"Pyrenees, Great/Retriever, Labrador","White/Tan",NULL
73100,12917254,"Naruto","Dog","Male",57,20181029,"Terrier, Pit Bull/Mix","White/Brindle",NULL
73123,12927050,"Mason","Dog","Male",7.4,20180530,"Chihuahua/Pinscher, Miniature","Black/Tan",NULL
73127,12935844,"Skywalker","Dog","Male",0,20170530,"Poodle, Miniature","White/None",NULL
73129,11512352,"Jack","Dog","Male",48,20130328,"Retriever, Labrador","Golden/None",NULL
73135,12954874,"Ollie","Dog","Male",39,20181205,"Catahoula Leopard Dog/Hound, Plott","Brindle/None",NULL
73146,13000415,"May","Dog","Female",13.69,20190402,"Hound/Mix","Sandy/None",NULL
73147,13000451,"April","Dog","Female",13.81,20190402,"Hound/Mix","Sandy/None",NULL
73148,13000467,"June","Dog","Female",10,20190402,"Hound/Mix","Sandy/None",NULL
73149,13000878,"Hambassador","Dog","Male",0,20190303,"Retriever, Labrador","Black/Brown",NULL
73150,13001389,"Dolores","Dog","Female",70.6,20190303,"Retriever, Labrador/Mix","Black/White",NULL
73152,13001770,"Muttsy Elliott","Dog","Female",20.2,20190421,"Pointer/Mix","White/None",NULL
73153,13001784,"Snoop Dogg","Dog","Male",5,20190421,"Pointer/Mix","White/None",NULL
73154,13001798,"Sir Barx-a-lot","Dog","Male",18,20190421,"Pointer/Mix","White/None",NULL
73155,13001831,"Puff Doggie","Dog","Male",5,20190421,"Pointer/Mix","White/None",NULL
73156,13001836,"Barki Minaj","Dog","Female",5,20190422,"Pointer/Mix","White/None",NULL
73157,13001841,"Doggie Smalls","Dog","Male",5,20190421,"Pointer/Mix","White/None",NULL
73158,13001846,"Queen Latifpaw","Dog","Female",5,20190421,"Pointer/Mix","White/None",NULL
73164,13009611,"Abby","Dog","Female",46.6,20160601,"Shepherd, German/Mix","Black/Brown",NULL
73176,13012062,"Linda","Dog","Female",2,20190416,"Chihuahua, Short Coat/Mix","White/Tan",NULL
73183,13014981,"Amor","Dog","Female",0,20190201,"Spaniel, Brittany","White/Red/Mahogany",NULL
73184,13016036,"Chancla","Dog","Female",56.2,20170529,"Terrier, Pit Bull/Mix","Black/White",NULL
73185,13016390,"Mermaid","Dog","Female",18.8,20181001,"Terrier, Rat","White/Black",NULL
73213,13022238,"Wilma","Dog","Female",12,20120602,"Terrier/Mix","White/Black",NULL
73214,13022242,"Revere","Dog","Male",0,20190528,"Retriever, Black Labrador/Mix","Tan/None",NULL
73215,13022250,"Jefferson","Dog","Male",0,20190528,"Retriever, Black Labrador/Mix","/None",NULL
73216,13022261,"Yankee","Dog","Male",0,20190528,"Retriever, Black Labrador/Mix","/None",NULL
73217,13022280,"Ross","Dog","Male",13.5,20190528,"Retriever, Black Labrador/Mix","Brown/Black",NULL
73218,13022286,"Doodle","Dog","Female",6,20190528,"Retriever, Black Labrador/Mix","/None",NULL
73219,13022297,"Spangled","Dog","Male",0,20190528,"Retriever, Black Labrador/Mix","/None",NULL
73220,13022304,"Betsy","Dog","Female",8,20190528,"Retriever, Black Labrador/Mix","/None",NULL
73221,13022369,"Dave","Dog","Male",89,20160602,"Cattle Dog","White/Black","Spotted"
73222,13022476,"Lowrider Tina","Dog","Female",35,20170602,"Hound, Basset/Collie","Black/White",NULL
73226,13022970,"Lori","Dog","Female",41.2,20150603,"Terrier, Pit Bull/Mix","Black/None",NULL
73248,13023946,"Roxann","Dog","Female",4.5,20190302,"Chihuahua","Brown/White",NULL
73259,13084412,"Patrice","Dog","Female",6.11,20140530,"Chihuahua","White/Black",NULL
73267,13105840,"Concha","Dog","Female",11.3,20180601,"Chihuahua/Dachshund","Brown/White",NULL
73268,13106118,"Chilandrina","Dog","Male",0,20190602,"Chihuahua/Dachshund","Brown/White",NULL
73269,13106164,"Nevado","Dog","Male",0,20190602,"Chihuahua/Dachshund","Brown/White",NULL
73270,13106237,"Perla","Dog","Female",2.41,20190602,"Chihuahua/Dachshund","Brown/White",NULL
73271,13106306,"Chorreada","Dog","Female",2.75,20190602,"Chihuahua/Dachshund","Brown/White",NULL
73272,13106491,"Sargento","Dog","Female",0,20190602,"Chihuahua/Dachshund","Brown/White",NULL
73275,13106578,"Lima","Dog","Female",0,20190602,"Chihuahua/Dachshund","Brown/White",NULL
73282,13115773,"Ice-T","Dog","Male",15.8,20170527,"Terrier/Mix","Beige/None",NULL
73283,13115876,"Marshall","Dog","Male",54,20171203,"Catahoula Leopard Dog/Mix","White/None",NULL
73284,13115944,"Kool-Aid","Dog","Male",18.8,20140527,"Terrier/Mix","Beige/None",NULL
73285,13115967,"Sunny Dee","Dog","Female",15,20150527,"Terrier/Mix","Beige/None",NULL
73286,13116062,"Palomo","Dog","Male",38.4,20180506,"Pointer, German Wirehaired","White/Black",NULL
73287,13116156,"Brandy","Dog","Female",49,20130812,"Terrier/Mix","Chocolate/White",NULL
73303,13119451,"Ferris Bueller","Dog","Male",20,20190310,"Hound/Mix","Red/Mahogany/White",NULL
73304,13119494,"Mcfly","Dog","Male",30,20190310,"Hound/Mix","Tan/White",NULL
73310,13123811,"Shenzi","Dog","Female",6,20190404,"Cattle Dog/Mix","Brindle/None",NULL
73311,13123948,"Hunnie","Dog","Female",31,20190504,"Retriever, Labrador","Black/None",NULL
73312,13124266,"Patches","Dog","Female",52,20140526,"Sheepdog, Old English","White/Grey",NULL
73358,13134474,"Day","Dog","Male",4,20190204,"Shih Tzu","Black/White",NULL
73359,13134835,"Night","Dog","Male",4,20190204,"Shih Tzu","Black/White",NULL
73367,13139776,"Berlin","Dog","Female",0,20160227,"Shepherd, German/Mix","Brown/Black",NULL
73371,13140353,"Lola","Dog","Female",65,20170603,"Terrier, Pit Bull","Brown/Cream",NULL
73373,13141212,"Amaya","Dog","Female",0,20190305,"Retriever, Labrador","Black/None",NULL
73374,13141329,"Ruby","Dog","Female",0,20190305,"Terrier, Pit Bull","Red/Mahogany/None",NULL
73375,13142152,"Maven","Dog","Female",70,20140514,"Retriever, Labrador/Mix","Black/None",NULL
73376,13142398,"Shiloh","Dog","Male",38,20180915,"Shepherd, German","Brown/White",NULL
73377,13142615,"Elmo","Dog","Male",72,20180525,"Retriever, Labrador/Mix","Black/None",NULL
73378,13142876,"Michi","Dog","Female",56,20160528,"Boxer/Mix","Brindle/None",NULL
73379,13142908,"Patrick","Dog","Male",4.6,20190603,"Beagle","Brown/None",NULL
73380,13143087,"Violet","Dog","Female",38.4,20160528,"Retriever, Labrador/Mix","Black/None",NULL
73381,13143209,"Bronze","Dog","Male",56,20180525,"Terrier, Pit Bull/Mix","White/Red/Mahogany",NULL
73382,13143275,"Edna Mode","Dog","Female",37.7,20170528,"Chinese Shar-Pei","Grey/Tan",NULL
73383,13149422,"Nyla","Dog","Female",51,20180925,"Blue Lacy/Terrier, Pit Bull","Blue/None",NULL
73384,13156051,"Amigo","Dog","Male",69,20160528,"Shepherd, German","Black/Tan",NULL
73385,13159560,"Sadie","Dog","Female",58,20180711,"Pointer, English/Mix","White/Brown",NULL
73386,13164758,"Honeydew","Dog","Female",27,20180819,"Cattle Dog/Mix","Brown/White",NULL
73391,13202049,"Homer","Dog","Male",0,20120603,"Terrier/Mix","Wheaten/Tan",NULL
73398,12327288,"Mystique","Dog","Female",24,20181212,"Retriever, Black Labrador","Black/None",NULL
73399,12327292,"Kitty Pryde","Dog","Female",23,20181212,"Retriever, Black Labrador","Black/None",NULL
73400,12327265,"Jean Grey","Dog","Female",25.8,20181212,"Retriever, Black Labrador","Black/None",NULL
73403,13208222,"Roxie","Dog","Female",75.5,20070606,"Retriever/Mix","Golden/Tan",NULL
73404,13208632,"Azul","Dog","Male",37.7,20160606,"Terrier, Pit Bull","Blue/None",NULL
73405,13209402,"Drax","Dog","Male",20,20190306,"Beagle","Red/Mahogany/White",NULL
73413,13213707,"Little Benji","Dog","Male",15,20131201,"Shih Tzu/Mix","White/Black",NULL
73414,13215255,"Juliana","Dog","Female",9.5,20190422,"Beagle/Mix","Black/White",NULL
73415,13215279,"Jessica","Dog","Female",5,20190422,"Beagle/Mix","Black/White",NULL
73416,13215303,"Joseph","Dog","Male",5,20190422,"Beagle/Mix","Black/White",NULL
73417,13215902,"Jax","Dog","Male",38,20160107,"Cattle Dog/Mix","Blue Black/Tan",NULL
73418,13216645,"Pixie Dust","Dog","Female",13.6,20120606,"Terrier, Rat/Mix","Black/Brown",NULL
73419,13219439,"Canela","Dog","Female",23,20190320,"Retriever, Labrador/Mix","Black/White",NULL
73420,13219451,"Azucar","Dog","Female",0,20190320,"Retriever, Labrador/Mix","Black/White",NULL
73421,13219578,"Neptune","Dog","Male",11,20190407,"Retriever, Labrador","Black/None",NULL
73422,13220526,"Albus Dumbledore","Dog","Male",127,20111103,"Great Dane","Black/None",NULL
73423,13220887,"Barrilete","Dog","Male",0,20190307,"Terrier, Jack Russell/Mix","Yellow/White",NULL
73424,13221367,"Timmy","Dog","Male",40,20190605,"Retriever, Labrador/Mix","Brown/White","Tricolor"
73425,13221375,"Blaze","Dog","Male",8,20190605,"Retriever, Labrador/Mix","Black/White",NULL
73426,13221384,"Flint","Dog","Female",0,20190605,"Retriever, Labrador/Mix","Brown/White",NULL
73427,13221391,"Mayes","Dog","Male",14,20190605,"Retriever, Labrador/Mix","Brown/None",NULL
73428,13221412,"Kindle","Dog","Female",10.88,20190605,"Retriever, Labrador/Mix","Black/White",NULL
73429,13221436,"Flicker","Dog","Female",0,20190605,"Retriever, Labrador/Mix","Black/None",NULL
73430,13221445,"Spark","Dog","Female",6,20190605,"Retriever, Labrador/Mix","Brown/None",NULL
73431,13221457,"Clara","Dog","Female",0,20190605,"Retriever, Labrador/Mix","Chocolate/None",NULL
73432,13221460,"Cinder","Dog","Male",6,20190605,"Retriever, Labrador/Mix","Brown/None",NULL
73433,13221484,"Flare","Dog","Male",15,20190605,"Retriever, Labrador/Mix","Chocolate/None",NULL
73434,13221668,"Arroz con Leche","Dog","Female",26,20190203,"Collie, Border/Pyrenees, Great","White/Black",NULL
73435,13222095,"Elote","Dog","Male",0,20181207,"Terrier/Mix","Tan/None",NULL
73436,13222175,"Short Stack pup1","Dog","Unknown",0,20190228,"Retriever, Black Labrador/Mix","/None",NULL
73448,13227838,"Harry Potter","Dog","Male",17.2,20121102,"Chihuahua/Pomeranian","Black/None",NULL
73449,13230517,"Horchata","Dog","Male",28,20190308,"Hound/Mix","White/Red/Mahogany",NULL
73450,13230565,"Tamarindo","Dog","Male",0,20190308,"Terrier, Pit Bull/Mix","Red/Mahogany/White",NULL
73451,13230597,"Sandia","Dog","Female",20,20190308,"Retriever, Black Labrador/Mix","Black/None",NULL
73452,13231357,"Reba","Dog","Female",28.8,20190203,"Retriever, Labrador/Pyrenees, Great","White/Black",NULL
73453,13231380,"Reed","Dog","Male",27,20190203,"Retriever, Labrador/Pyrenees, Great","Black/White",NULL
73454,13231519,"Dulce","Dog","Male",10.5,20190408,"Chihuahua, Short Coat","Black/Tan","Tricolor"
73458,13237397,"Mariposa","Dog","Female",0,20190220,"Chihuahua, Short Coat","Black/None",NULL
73459,13238594,"Castle","Dog","Female",5.75,20190409,"Collie, Border","Black/White",NULL
73477,13300865,"Balenciaga","Dog","Female",8.3,20170607,"Terrier, Yorkshire, Yorkie","Tan/Silver",NULL
73478,13302003,"Jamie","Dog","Female",5,20190422,"Beagle/Mix","Black/White",NULL
73479,13302018,"Jeanette","Dog","Female",5,20190422,"Beagle/Mix","Black/White",NULL
73480,13302057,"Jacquelyne","Dog","Female",5,20190422,"Beagle/Mix","Black/White",NULL
73481,13302078,"Jayden","Dog","Male",9.2,20190422,"Beagle/Mix","Black/White",NULL
